,symbol,category,product_summary,asset_class,risk_level,region,sector
136,VCITX,Muni California Long,"The fund’s investment objective is to seek to provide current income that is exempt from both federal and California personal income taxes. The fund is intended for California residents only. It invests primarily in high-quality municipal bonds issued by California state and local governments, as well as by regional government and public financing authorities. Under normal circumstances, at least 80% of the fund’s assets will be invested in securities whose income is exempt from federal and California state taxes. Although the fund has no limitations on the maturities of individual securities, its dollar-weighted average maturity is expected to be between 10 and 25 years. The fund has an average duration of approximately 6-10 years, making its share price considerably more susceptible to changes in interest rates than shorter-term bond funds. Investors who are looking for a fund that may provide federal and California state tax-exempt interest income and can tolerate interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
137,VIS,Industrials,"Seeks to track the performance of a benchmark index that measures the investment return of stocks in the industrials sector.Passively managed, using a full-replication strategy when possible and a sampling strategy if regulatory constraints dictate.Includes stocks of companies that convert unfinished goods into finished durables used to manufacture other goods or provide services.",Equity,5,['North America'],"['Aerospace & Defense', 'Agricultural & Farm Machinery', 'Air Freight & Logistics', 'Building Products', 'Cargo Ground Transportation', 'Commercial Printing', 'Construction & Engineering', 'Construction Machinery & Heavy Transportation Equipment', 'Data Processing & Outsourced Services', 'Diversified Support Services', 'Electrical Components & Equipment', 'Environmental & Facilities Services', 'Heavy Electrical Equipment', 'Human Resource & Employment Services', 'Industrial Conglomerates', 'Industrial Machinery & Supplies & Components', 'Marine Transportation', 'Office Services & Supplies', 'Passenger Airlines', 'Passenger Ground Transportation', 'Rail Transportation', 'Research & Consulting Services', 'Security & Alarm Services', 'Trading Companies & Distributors']"
138,VGSH,Short Government,Seeks to provide current income with modest price fluctuation.Invests primarily in high-quality (investment-grade) U.S. Treasury bonds.Maintains a dollar-weighted average maturity of 1 to 3 years.,Fixed Income,1,['North America'],
139,BSV,Short-Term Bond,"Seeks to track the performance of the Bloomberg U.S. 1–5 Year Government/Credit Float Adjusted Index, a market-weighted bond index that covers investment-grade bonds with a dollar-weighted average maturity of 1 to 5 years.Invests in U.S. government, high-quality (investment-grade) corporate, and investment-grade international dollar-denominated bonds.Follows a passively managed, index sampling approach.",Fixed Income,1,['North America'],
140,VYM,Large Value,"Seeks to track the performance of the FTSE® High Dividend Yield Index, which measures the investment return of common stocks of companies characterized by high dividend yields.Provides a convenient way to track the performance of stocks that are forecasted to have above-average dividend yields.Follows a passively managed, full-replication approach.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Technology', 'Telecommunications', 'Utilities']"
141,VFITX,Intermediate Government,"This fund at a minimum invests 80% of the assets in debt issued directly by the government in the form of Treasury bills, notes or bonds (including inflation-protected securities) and may invest in other securities including, but not limited to debt issued by federal agencies that are sponsored, guaranteed, or owned by the federal government. A key risk of the fund is the fact that changes in interest rates, both up and down, can affect the fund by resulting in lower bond prices or an eventual decrease in income for the fund. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate moderate price and income fluctuations may wish to consider this fund.",Fixed Income,2,['North America'],
142,VSTCX,Small Blend,"This actively managed fund offers broad exposure to domestic small-capitalization stocks that the advisor believes have above-average return potential. The advisor relies on a computer-driven stock selection process in an attempt to build a portfolio with risk characteristics similar to those of the fund’s comparative index, while seeking to provide better returns. One of the fund’s risks is its focus on small-cap companies, which can be a volatile segment of the market. As a result, the fund’s returns may vary widely from year to year. An investor with a well-balanced, long-term portfolio who seeks exposure to small-cap companies may wish to consider this fund.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
143,VEMPX,Mid Blend,"This fund offers investors a low-cost way to gain broad exposure to U.S. mid- and small-capitalization stocks in one fund. The fund invests in about 3,000 stocks, which span many different industries and account for about one-fourth of the market-cap of the U.S. stock market. One of the fund’s risks is its full exposure to the mid- and small-cap markets, which tend to be more volatile than the large-cap market. The fund is considered a complement to Vanguard 500 Index Fund. Together they provide exposure to the entire U.S. equity market.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
144,VUSFX,Short-Term Bond,"The fund’s investment objective is to seek to provide current income while maintaining limited price volatility. The fund invests in a diversified portfolio of high-quality and, to a lesser extent, medium-quality fixed income securities. The fund is expected to maintain a dollar-weighted average maturity of 0 to 2 years. Under normal circumstances, the fund will invest at least 80% of its assets in fixed income securities. The fund is designed to give investors low-cost exposure to money market instruments and short-term high-quality bonds, including asset-backed, government, and investment-grade corporate securities. Although short-term bond funds tend to have a higher yield than money market funds, their share price fluctuates. Because the Ultra-Short-Term Bond Fund will subject investors to principal risk, the fund shouldn’t be viewed as a substitute for a money market fund. Additionally, increases in interest rates can cause the prices of the bonds in the portfolio, and thus the fund’s share price, to decrease.",Fixed Income,1,['North America'],
145,VLGSX,Long Government,"This fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. Long Treasury Bond Index. This Index includes fixed income securities issued by the U.S. Treasury (not including inflation protected bonds), with maturities greater than 10 years. Because long-term bonds tend to be very sensitive to interest-rate changes, one of the fund’s key risks is that increases in interest rates may reduce the price of the bonds in the portfolio, which would reduce the fund’s share price. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate significant interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
146,VYMI,Foreign Large Value,"Seeks to track the performance of the FTSE All-World ex US High Dividend Yield Index.Provides a convenient way to get exposure to international stocks that are forecasted to have above-average dividend yields.Employs a passively managed, sampling strategy.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
147,VEUPX,Europe Stock,"This index fund provides investors low-cost exposure to the European stock markets. The fund holds more than 1,200 stocks across the European region, which makes up roughly half of the non-U.S. equity marketplace. In addition to stock market risk, the fund is also subject to currency risk and may have a higher degree of country risk than other international funds, since it invests solely in stocks of European countries. Long-term investors seeking exposure to European equities may wish to consider this fund as part of a diversified portfolio.",Equity,5,"['Europe', 'Other']",
148,VHYAX,Large Value,"This index fund seeks to track a benchmark that provides broad exposure to U.S. companies that are dedicated to consistently paying larger-than-average dividends. In addition to general stock market risks, the fund’s emphasis on slower-growing, higher-yielding companies can also mean that its total return may not be as strong in a significant bull market. This income-focused fund may be appropriate for investors who have a long-term investment goal and a tolerance for stock market volatility.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Technology', 'Telecommunications', 'Utilities']"
149,VDEQX,Large Blend,"This fund invests in six underlying Vanguard stock funds, providing investors with broad exposure to the U.S. equity market. Each underlying fund is actively managed and has a distinct investment approach. Together, the funds cover the style and capitalization spectrum by investing in growth and value, as well as small-, mid-, and large-cap companies. While this mosaic of investment approaches provides diversification benefits, it is not without risk. A primary risk stems from the fund’s full exposure to the stock market. Investors who consider this fund should have a longer time horizon, since this fund could be volatile in the short term.",Equity,4,['North America'],
150,VRTGX,Small Growth,"Invests in stocks in the Russell 2000 Growth Index, a broadly diversified index predominantly made up of growth stocks of small U.S. companies.Seeks to closely track the index’s return, which is considered a gauge of small-cap growth U.S. stock returns.Offers high potential for investment growth; share value typically rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
151,VEVFX,Small Value,"The Explorer Value Fund invests in small and mid-sized U.S. companies that, in the advisor’s judgment, are mispriced by the market. The fund’s portfolio management teams each have over 20 years of experience investing in the value market. Because of its focus on small and mid-sized companies, the fund tends to be more volatile than stock funds that focus on larger companies. This fund may be considered complementary to an already diversified portfolio with a long-term time horizon.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
152,VMCIX,Mid Blend,"This low-cost index fund provides broad mid-capitalization U.S. equity exposure. The fund seeks to track an index of medium-sized companies, whose stocks tend to be more volatile than those of larger companies. This potential volatility is one of the fund’s key risks. Investors looking to add a passively managed, mid-cap stock allocation to an already diversified portfolio may wish to consider this fund.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
153,VWIGX,Foreign Large Growth,"The International Growth Fund focuses on non-U.S. companies with high growth potential. Created in 1981, the fund employs an aggressive approach that attempts to capitalize on global economic expansion. For example, an attractive investment opportunity could be a non-U.S. consumer-products company that is experiencing rapid earnings growth. Because it invests in non-U.S. stocks, including those in developed and emerging markets, the fund can be more volatile than a domestic fund. Investors may wish to consider investing in this fund as a complement to an already diversified stock portfolio.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
154,VCOBX,Intermediate-Term Bond,"This actively managed fund seeks to provide broadly diversified exposure predominantly to the U.S. investment-grade bond market. The low-cost fund invests in U.S. Treasury, mortgage-backed, and corporate securities of varying yields and maturities (short-, intermediate-, and long-term issues). Using a disciplined, risk-controlled approach, the fund seeks to outperform the broad investment-grade market through security selection, sector allocation, and, to a lesser extent, duration decisions. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may cause the price of the bonds in the portfolio to decrease, reducing the fund’s NAV. Since the fund invests in all major segments and maturities of the investment-grade fixed income market, investors may consider the fund as a core bond holding.",Fixed Income,2,['North America'],
155,VTIFX,World Bond,"This fund is designed to provide broad exposure to non-U.S. investment-grade bonds. The fund seeks to track the performance of an index that includes international government, agency, and corporate securities, mostly from developed countries, but also some emerging markets countries. Like other bond funds, the fund is subject to interest rate risk; increases in interest rates may cause the price of the bonds in the portfolio to decrease, reducing the fund’s NAV. Because it invests in non-U.S. bonds, the fund is also subject to additional risks, such as country/regional risk. The fund employs currency hedging strategies to protect against uncertainty in future exchange rates, so investment returns are expected to reflect the underlying performance of international bonds. Long-term investors who want to add an international position to their bond portfolio may wish to consider this fund as an option.",Fixed Income,2,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
156,VV,Large Blend,"Seeks to track the performance of the CRSP US Large Cap Index.Provides a convenient way to match the performance of a diversified group of stocks of large U.S. companies.Follows a passively managed, full-replication approach.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
157,VITNX,Large Blend,"Seeks to track the performance of the CRSP US Total Market Index.Invests in large, mid-, and small-cap stocks diversified across growth and value styles.Passively managed, using index sampling.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
158,VUSB,Short-Term Bond,"The fund’s investment objective is to seek to provide current income while maintaining limited price volatility. The fund invests in a diversified portfolio of high-quality and, to a lesser extent, medium-quality fixed income securities. The fund is expected to maintain a dollar-weighted average maturity of 0 to 2 years. Under normal circumstances, the fund will invest at least 80% of its assets in fixed income securities. The fund is designed to give investors low-cost exposure to money market instruments and short-term high-quality bonds, including asset-backed, government, and investment-grade corporate securities. Although short-term bond funds tend to have a higher yield than money market funds, their share price fluctuates. Because the Ultra-Short Bond ETF will subject investors to principal risk, the fund shouldn’t be viewed as a substitute for a money market fund. Additionally, increases in interest rates can cause the prices of the bonds in the portfolio, and thus the fund’s share price, to decrease.",Fixed Income,1,['North America'],
159,VTWG,Small Growth,"Invests in stocks in the Russell 2000 Growth Index, a broadly diversified index predominantly made up of growth stocks of small U.S. companies.Seeks to closely track the index’s return, which is considered a gauge of small-cap growth U.S. stock returns.Offers high potential for investment growth; share value typically rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
160,VBTIX,Intermediate-Term Bond,"This fund is designed to provide broad exposure to U.S. investment-grade bonds. Reflecting this goal, the fund invests in U.S. Treasuries and mortgage-backed securities of all maturities (short-, intermediate-, and long-term issues). As with other bond funds, one of the risks of the fund is that increases in interest rates may cause the price of the bonds in the portfolio to decrease—pricing the fund’s net asset value (NAV) lower. Because the fund invests in several segments and maturities of the fixed income market, investors may consider the fund their core bond holding.",Fixed Income,2,['North America'],
161,VO,Mid Blend,"Seeks to track the performance of the CRSP US Mid Cap Index, which measures the investment return of mid-capitalization stocks.Provides a convenient way to match the performance of a diversified group of medium-size companies.Follows a passively managed, full-replication approach.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
162,VNYUX,Muni New York Long,"The fund’s investment objective is to seek to provide current income that is exempt from both federal and New York personal income taxes. The fund is intended for New York residents only. It invests primarily in high-quality municipal bonds issued by New York state and local governments, as well as by regional government and public financing authorities. Under normal circumstances, at least 80% of the fund’s assets will be invested in securities whose income is exempt from federal and New York state taxes. Although the fund has no limitations on the maturities of individual securities, its dollar-weighted average maturity is expected to be between 10 and 25 years. The fund has an average duration of approximately 6-10 years, making its share price considerably more susceptible to changes in interest rates than shorter-term bond funds. Investors who are looking for a fund that may provide federal and New York state tax-exempt interest income and can tolerate interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
163,MGC,Large Blend,"Seeks to track the performance of the CRSP US Mega Cap Index.Employs a passively managed, full-replication approach.Provides a convenient way to get diversified exposure to the largest U.S. stocks representing approximately the top 70% of market capitalization.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
164,VSGX,Foreign Large Blend,"Important note: The index excludes the stocks of companies that FTSE determines engage in, have a specified level of involvement in, and/or derive threshold amounts of revenue from one or more of the following activities: (i) produce adult entertainment; own/operate adult entertainment establishments; distribute adult entertainment materials; (ii) manufacture alcoholic beverages; supply alcohol-related products/services to alcoholic beverage manufacturers; involved in distribution and/or retail sale of alcoholic beverages; (iii) manufacture tobacco products; supply tobacco related products/services; involved in distribution and/or retail sale of tobacco products; (iv) engage in cannabis cultivation, cannabis distribution, the processing and distribution of cannabis plants, and the creation of cannabis derivative products per the Industry Classification Benchmark (ICB) standards; (v) own and/or operate a gambling establishment; manufacture specialized equipment used exclusively for gambling; provide supporting products/services to gambling operations; (vi) produce chemical or biological weapons and their components; (vii) produce (or produce specific and critical parts or services for) cluster munitions; (viii) produce (or produce specific and critical parts or services for) anti-personnel mines; (ix) produce nuclear weapons or their components; (x) manufacture military weapons systems and/or integral, tailor-made components of these weapons; provide tailor-made products and/or services that support military weapons; provide non-weapons related tailor-made products and/or services related to the military or defense industry; (xi) produce and sell assault weapons or small arms to civilian customers; produce and sell key components of small arms; involved in the retail and/or distribution of assault weapons or small arms; (xii) involved in the operation and supply of nuclear power generation, that harnesses the energy present within atomic nuclei or their components; engaged in the development, processing, production and distribution of equipment and facilities that are specifically designed for and critical to the generation of nuclear power; (xiii) own proved or probable reserves in coal, oil, or gas; (xiv) any company that FTSE determines per the ICB standards: (a) engages in the exploration for and drilling, production, and supply of crude oil on land or in offshore areas; (b) primarily engages in the refining and marketing of petroleum products; (c) supplies equipment and services to oil fields and offshore platforms; (d) operates pipelines carrying oil, gas or other forms of fuel; (e) engages in all three fields of petroleum production: extraction (upstream), transportation (midstream), and refining and marketing (downstream); or (f) mines, processes and markets coal per the ICB standards; and (xv) generate electricity from oil and/or gas, or thermal coal. The level or type of involvement in, or amount of revenue earned from, certain activities or business segments that lead to exclusion by FTSE can vary from one activity or business segment to another. The index methodology also excludes the stocks of companies that, as FTSE determines based on its internal assessment, do not meet certain labor, human rights, environmental, and anti-corruption standards as defined by the United Nations Global Compact Principles, as well as companies that fail to meet two of the following three diversity criteria: (1) at least one woman on the board; (2) diversity policies in place; and (3) diversity management systems in place. FTSE uses internal methodologies to analyze various factors in determining whether a company meets the foregoing criteria and/or falls within a particular industry, including whether the company has a certain amount of revenue derived from an industry, the company’s level of involvement in an industry, and the severity of certain controversies (as determined by FTSE), which can vary from one company to another and from one activity to another. For more information, see United Nations Global Compact, 2020. The Ten Principles of the UN Global Compact. Accessed December 2, 2020, at unglobalcompact.org/what-is-gc/mission/principles.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'Middle East', 'North America', 'Other']",
165,VMCPX,Mid Blend,"This low-cost index fund provides broad mid-capitalization U.S. equity exposure. The fund seeks to track an index of medium-sized companies, whose stocks tend to be more volatile than those of larger companies. This potential volatility is one of the fund’s key risks. Investors looking to add a passively managed, mid-cap stock allocation to an already diversified portfolio may wish to consider this fund.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
166,VSGIX,Small Growth,"This low-cost index fund offers exposure to small-capitalization U.S. growth stocks, which tend to grow more quickly than the broader market. The fund seeks to track a growth-style index of small-sized companies. One of the fund’s primary risks is its focus on the small-cap arena, which is an often-volatile segment of the market. Investors looking to add a passively managed, small-cap growth allocation to an already diversified portfolio may wish to consider this fund.",Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
167,VFQY,Equity, ,Equity,5,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications']"
168,VEMRX,Diversified Emerging Markets,"This fund offers investors a low-cost way to gain equity exposure to emerging markets. Stocks of companies in emerging markets tend to be more volatile than those in developed countries, which could imply the potential for greater long-term returns. Along with this potential, however, come risks such as currency and political risks. Long-term, risk-tolerant investors who want to diversify their international portfolio may wish to consider this fund.",Equity,5,"['Emerging Markets', 'Europe', 'Other']",
169,VTRIX,Foreign Large Value,"This fund invests in non-U.S. companies from developed and emerging markets around the world that its advisors view as temporarily undervalued by the markets. Because it invests in foreign stocks, the fund is subject to both currency risk and country risk. This fund’s multimanager approach—the fund uses three investment advisors that follow distinct investment approaches—can add additional diversification to the fund. Long-term investors may wish to consider this fund as complementary to an already diversified stock portfolio.",Equity,5,"['Emerging Markets', 'Europe', 'Pacific', 'North America', 'Other']",
170,VPAIX,Muni Pennsylvania,"The fund’s investment objective is to seek to provide current income that is exempt from both federal and Pennsylvania personal income taxes. The fund is intended for Pennsylvania residents only. It invests primarily in high-quality municipal bonds issued by Pennsylvania state and local governments, as well as by regional government and public financing authorities. Under normal circumstances, at least 80% of the fund’s assets will be invested in securities whose income is exempt from federal and Pennsylvania state taxes. Although the fund has no limitations on the maturities of individual securities, its dollar-weighted average maturity is expected to be between 10 and 25 years. The fund holds has an average duration of approximately 6–10 years, making its share price considerably more susceptible to changes in interest rates than shorter-term bond funds. Investors who are looking for a fund that may provide federal and Pennsylvania state tax-exempt interest income and can tolerate interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
171,VCADX,Muni California Interm/Short,"The fund’s investment objective is to seek to provide a higher level of current income than shorter-term bonds, but with less share-price fluctuation than longer-term bonds. The fund is intended for California residents only. It invests primarily in high-quality municipal bonds issued by California state and local governments, as well as by regional government and public financing authorities. Under normal circumstances, at least 80% of the fund’s assets will be invested in securities whose income is exempt from federal and California state taxes. Although the fund has no limitations on the maturities of individual securities, its dollar-weighted average maturity is expected to be between 6 and 12 years. Risks of the fund include the fact that changes in interest rates, both up and down, can affect the fund by resulting in lower bond prices or an eventual decrease in income for the fund. Investors who are looking for a fund that may provide federal and California state tax-exempt interest income and can tolerate moderate price and income fluctuations may wish to consider this fund.",Fixed Income,2,['North America'],
172,VMFGX,Mid Growth,"Invests in stocks in the S&P MidCap 400 Growth Index, composed of the growth companies in the S&P 400.Focuses on closely tracking the index’s return, which is considered a gauge of overall U.S. mid-cap growth stock returns.Offers high potential for investment growth; share value rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
173,VVIAX,Large Value,"This fund invests in stocks of large U.S. companies in market sectors that tend to grow at a slower pace than the broad market; these stocks may be temporarily undervalued by investors. This low-cost index fund follows a buy-and-hold approach, and invests in substantially all of the stocks contained within its broad benchmark. In addition to general stock market volatility, the fund’s primary risk comes from the fact that at times its focus on large-capitalization value stocks may underperform the broader stock market.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
174,VCR,Consumer Discretionary,"Seeks to track the performance of a benchmark index that measures the investment return of stocks in the consumer discretionary sector.Passively managed, using a full-replication strategy when possible and a sampling strategy if regulatory constraints dictate.Includes stocks of companies that manufacture products and provide services that consumers purchase on a discretionary basis.",Equity,5,['North America'],"['Apparel Retail', 'Apparel, Accessories & Luxury Goods', 'Automobile Manufacturers', 'Automotive Parts & Equipment', 'Automotive Retail', 'Broadline Retail', 'Casinos & Gaming', 'Computer & Electronics Retail', 'Consumer Electronics', 'Distributors', 'Education Services', 'Footwear', 'Home Furnishings', 'Home Improvement Retail', 'Homebuilding', 'Homefurnishing Retail', 'Hotels, Resorts & Cruise Lines', 'Household Appliances', 'Housewares & Specialties', 'Leisure Facilities', 'Leisure Products', 'Motorcycle Manufacturers', 'Other Specialty Retail', 'Restaurants', 'Specialized Consumer Services', 'Tires & Rubber']"
175,VFSIX,Short-Term Bond,"This fund is designed to give investors exposure to high- and medium-quality, investment-grade bonds with short-term maturities. The fund invests in corporate bonds, pooled consumer loans, and U.S. government bonds. Although short-term bond funds tended to have a higher yield than money market funds, the tradeoff has been that the share price fluctuates. Additionally, increases in interest rates can cause the prices of the bonds in the portfolio, and thus the fund’s share price, to decrease. Investors with a short-term savings goal who are willing to accept some price movement may wish to consider this fund.",Fixed Income,1,['North America'],
176,VEMIX,Diversified Emerging Markets,"This fund offers investors a low-cost way to gain equity exposure to emerging markets. Stocks of companies in emerging markets tend to be more volatile than those in developed countries, which could imply the potential for greater long-term returns. Along with this potential, however, come risks such as currency and political risks. Long-term, risk-tolerant investors who want to diversify their international portfolio may wish to consider this fund.",Equity,5,"['Emerging Markets', 'Europe', 'Other']",
177,VBLIX,Long-Term Bond,"This index fund offers a low-cost, diversified approach to bond investing, providing broad exposure to U.S. investment-grade bonds with maturities of more than ten years. Reflecting this goal, the fund invests about 60% of assets in corporate bonds and 40% in U.S. government bonds within that maturity range. Because long-term bonds tend to be very sensitive to interest-rate changes, one of the fund’s key risks is that increases in interest rates may reduce the price of the bonds in the portfolio, which would reduce the fund’s share price. Investors who are looking for a fund that seeks to provide interest income and are able to tolerate significant interest rate risk may wish to consider this fund.",Fixed Income,3,['North America'],
178,VSMSX,Small Blend,"Invests in stocks in the S&P Small-Cap 600 Index, representing 600 smaller U.S. companies.Focuses on closely tracking the index’s return, which is considered a gauge of overall U.S. small-cap stock returns.Offers high potential for investment growth; share value rises and falls more sharply than that of funds holding bonds.More appropriate for long-term goals where your money’s growth is essential.",Equity,5,['North America'],"['Communication Services', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Information Technology', 'Materials', 'Real Estate', 'Utilities']"
179,VFTAX,Large Growth,"Important note: The index excludes the stocks of companies that FTSE determines engage in, have a specified level of involvement in, and/or derive threshold amounts of revenue from one or more of the following activities: (i) produce adult entertainment; own/operate adult entertainment establishments; distribute adult entertainment materials; (ii) manufacture alcoholic beverages; supply alcohol-related products/services to alcoholic beverage manufacturers; involved in distribution and/or retail sale of alcoholic beverages; (iii) manufacture tobacco products; supply tobacco related products/services; involved in distribution and/or retail sale of tobacco products; (iv) engage in cannabis cultivation, cannabis distribution, the processing and distribution of cannabis plants, and the creation of cannabis derivative products per the Industry Classification Benchmark (ICB) standards; (v) own and/or operate a gambling establishment; manufacture specialized equipment used exclusively for gambling; provide supporting products/services to gambling operations; (vi) produce chemical or biological weapons and their components; (vii) produce (or produce specific and critical parts or services for) cluster munitions; (viii) produce (or produce specific and critical parts or services for) anti-personnel mines; (ix) produce nuclear weapons or their components; (x) manufacture military weapons systems and/or integral, tailor-made components of these weapons; provide tailor-made products and/or services that support military weapons; provide non-weapons related tailor-made products and/or services related to the military or defense industry; (xi) produce and sell assault weapons or small arms to civilian customers; produce and sell key components of small arms; involved in the retail and/or distribution of assault weapons or small arms; (xii) involved in the operation and supply of nuclear power generation, that harnesses the energy present within atomic nuclei or their components; engaged in the development, processing, production and distribution of equipment and facilities that are specifically designed for and critical to the generation of nuclear power; (xiii) own proved or probable reserves in coal, oil, or gas; (xiv) any company that FTSE determines per the ICB standards: (a) engages in the exploration for and drilling, production, and supply of crude oil on land or in offshore areas; (b) primarily engages in the refining and marketing of petroleum products; (c) supplies equipment and services to oil fields and offshore platforms; (d) operates pipelines carrying oil, gas or other forms of fuel; (e) engages in all three fields of petroleum production: extraction (upstream), transportation (midstream), and refining and marketing (downstream); or (f) mines, processes and markets coal per the ICB standards; and (xv) generate electricity from oil and/or gas, or thermal coal. The level or type of involvement in, or amount of revenue earned from, certain activities or business segments that lead to exclusion by FTSE can vary from one activity or business segment to another. The index methodology also excludes the stocks of companies that, as FTSE determines based on its internal assessment, do not meet certain labor, human rights, environmental, and anti-corruption standards as defined by the United Nations Global Compact Principles, as well as companies that fail to meet two of the following three diversity criteria: (1) at least one woman on the board; (2) diversity policies in place; and (3) diversity management systems in place. FTSE uses internal methodologies to analyze various factors in determining whether a company meets the foregoing criteria and/or falls within a particular industry, including whether the company has a certain amount of revenue derived from an industry, the company’s level of involvement in an industry, and the severity of certain controversies (as determined by FTSE), which can vary from one company to another and from one activity to another. For more information, see United Nations Global Compact, 2020. The Ten Principles of the UN Global Compact. Accessed December 2, 2020, at unglobalcompact.org/what-is-gc/mission/principles.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
180,MGV,Large Value,"Seeks to track the performance of the CRSP US Mega Cap Value Index.Employs a passively managed, full-replication approach.Provides a convenient way to get diversified exposure to the largest value stocks in the U.S. market.",Equity,4,['North America'],"['Basic Materials', 'Consumer Discretionary', 'Consumer Staples', 'Energy', 'Financials', 'Health Care', 'Industrials', 'Real Estate', 'Technology', 'Telecommunications', 'Utilities']"
